source_file,doc_type,chunk_id,text_content
MSCI ESG Ratings Methodology.pdf,Methodology_General,70,". For example, if three indicators are assessed to determine a company’s Strategy, then these three indicators are equally weighted in determining a Strategy Score. • Category-level scores are equally weighted to determine an overall management score, before taking Controversies into account. For most Key Issues, Management Score is determined as a simple average of practices (typically comprising indicators related to strategy, policies, programs, initiatives and targets) and performance (including indicators related to performance trends vis-à-vis prior years and vis-à-vis industry peers). © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document. MSCI.COM | ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC • A controversy deduction ranging from 0 to -5"
MSCI ESG Ratings Methodology.pdf,Methodology_General,71,". All rights reserved. Please refer to the disclaimer at the end of this document. MSCI.COM | ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC • A controversy deduction ranging from 0 to -5.0 points is subtracted from the overall Management Score, based on the severity and type of controversies facing the company on a particular Key Issue: Exhibit 11: Controversy deductions from Management Scores Structural Non-Structural Very -5.0 -3.0 Severe Severe -2.5 -1.7 Moderate -1.3 -0.8 Minor -0.4 -0.0 3.4 Analyzing Governance The methodology used to evaluate a company’s performance on the Governance Pillar is different from the one used to assess performance on the Environmental and Social Pillars. Environmental and social risks are typically industry-specific (certain Key Issues only matter for certain types of companies) and a company’s risk management strategy is evaluated in the context of its exposure to the environmental or social risk under consideration"
MSCI ESG Ratings Methodology.pdf,Methodology_General,72,". In contrast, the two Themes under the Governance Pillar, Corporate Governance and Corporate Behavior, are relevant to all companies. While some governance risks are universal, others may differ based on ownership structure, the dynamics between key stakeholders, and cultural aspects, as well as the evolution of investor protections in the relevant market. Because Corporate Governance and Corporate Behavior are universally relevant and closely intertwined, governance is assessed through an approach that quantifies the gap between a company’s governance practices and what is considered best practice, and identifies the governance risks faced by its investors. A deduction-based scoring model is applied, whereby each company starts with a perfect 10 score and scoring deductions are applied based on the assessment of the Key Metrics. 3.4.1 Key Metrics Key Metrics are the foundational unit of the corporate governance scoring model"
MSCI ESG Ratings Methodology.pdf,Methodology_General,73,". 3.4.1 Key Metrics Key Metrics are the foundational unit of the corporate governance scoring model. Each Governance Key Metric evaluates a specific aspect of a company’s corporate governance risk profile. A Key Metric may signify the presence of a certain type of ownership structure or governance risk factor, or the absence of a policy or practice that is seen as mitigating pertinent governance risks. Key Metric flags are pass/fail evaluations that help users of ESG Ratings understand which Key Metrics are influencing a company’s Theme Score or Key Issue Scores. In data feeds and in MSCI’s Screener tool, these flags are presented as 0 or 1 values, with 1 indicating that the Key Metric is flagged. While some Key Metrics will be flagged for very few companies, others will be flagged for many companies. This allows the scoring model to isolate both leaders and laggards and present a score distribution across the full 0-10 range. © 2024 MSCI Inc. All rights reserved"
MSCI ESG Ratings Methodology.pdf,Methodology_General,74,". This allows the scoring model to isolate both leaders and laggards and present a score distribution across the full 0-10 range. © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document. MSCI.COM | ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC For each Key Metric, MSCI ESG Research also calculates a points value that is used in the calculation of the Key Issue and Theme Scores. The Key Metric Points are converted into a Score Contribution, which is published. 3.4.2 Controversies and events A controversy case is defined as an instance or ongoing situation in which company operations and/or products allegedly have a negative environmental, social and/or governance impact. Other cases may not be classed as being controversial but may provide relevant insights into a company’s governance risk profile"
MSCI ESG Ratings Methodology.pdf,Methodology_General,75,". Other cases may not be classed as being controversial but may provide relevant insights into a company’s governance risk profile. Examples of such events might be breaches or waivers of debt covenants, the ability to meet continuing obligations in relation to a listing of securities, or goodwill write-downs that might raise concerns over the quality of past board decisions. Certain Key Metrics are controversyor event-based. Some of these Key Metrics apply score deductions that vary based on the severity of the controversy evaluation or based on certain thresholds being met by the event. 3.4.3 Standardization and benchmarking A key component of the analytical process is to standardize the data that data experts collect with an aim of gauging companies’ governance risks. Example: The independence of directors is assessed based on a standardized set of evaluation criteria that are applied globally"
MSCI ESG Ratings Methodology.pdf,Methodology_General,76,". Example: The independence of directors is assessed based on a standardized set of evaluation criteria that are applied globally. While these standards may differ from those applied in a given market, this approach offers more comparability across boards. Peer-based Key Metrics use standardized data to generate rules-based peer groups for comparison and evaluation. Example: The evaluation of CEO Pay uses a standardized methodology for calculating total pay figures and a standardized set of rules for peer group construction, both of which are set out in the individual Key Issue methodology document devoted to the Pay Key Issue. 3.4.4 Variations in disclosure Disclosure practices vary depending on jurisdictions of incorporation or regulation, securities listings and other factors"
MSCI ESG Ratings Methodology.pdf,Methodology_General,77,". 3.4.4 Variations in disclosure Disclosure practices vary depending on jurisdictions of incorporation or regulation, securities listings and other factors. MSCI ESG Research assesses instances of nondisclosure based on the significance of that disclosure to the scoring model and based on the significance of that disclosure to an understanding of the company’s corporate governance risk profile. Specifically: • Board members: If the company’s board members are not disclosed, no Corporate Governance Theme Score is published. This reflects the importance of an assessment of the board to the scoring model. • Governance policies and practices: If the company has not disclosed whether a given policy exists or whether the board has adopted a given practice, MSCI ESG Research assumes that the policy or practice does not exist and/or has not been adopted"
MSCI ESG Ratings Methodology.pdf,Methodology_General,78,". Example: If a company has not disclosed whether it has adopted a clawback policy that applies to its shortand long-term incentive pay, this nondisclosure will be interpreted as the absence of a clawback policy. The company would therefore be flagged under the Clawbacks & Malus Key Metric. © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document. MSCI.COM | ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC • Quantitative data: If the company has not disclosed quantitative data used to calculate a Key Metric’s score, MSCI ESG Research may apply a mid-range score deduction based on the potential range of score deductions under that Key Metric. Example: The Auditor Tenure Key Metric provides a variable score based on the disclosed tenure of the company’s auditor. Where the auditor’s tenure is not disclosed, a default nondisclosure deduction is applied"
MSCI ESG Ratings Methodology.pdf,Methodology_General,79,". Where the auditor’s tenure is not disclosed, a default nondisclosure deduction is applied. The value of this deduction is set at 50% of the deduction that would apply for an auditor having served for longer than 20 years. • Jurisdictional defaults: Some items are scored based on mandatory rules within the company’s jurisdiction of incorporation and/or relating to the company’s securities listings. Example: In markets outside the U.S., the “Shareholder Rights to Convene a Special Meeting” Key Metric is based on the minimum standard set out in the applicable company law, unless there is explicit evidence in the governing documents of a more permissive threshold being applied. 3.4.5 Determining Governance Scores Key Metrics Key Metrics are the foundational unit of the governance assessment. Each Key Metric evaluates a specific aspect of a company’s governance risk profile and provides a simple pass/fail evaluation"
MSCI ESG Ratings Methodology.pdf,Methodology_General,80,". Each Key Metric evaluates a specific aspect of a company’s governance risk profile and provides a simple pass/fail evaluation. When the metric result is a “fail” evaluation, the Key Metric is “flagged.” Some Key Metrics are relevant only to companies with specific governance characteristics stemming from ownership type, management structure or other factors. Key Metric Points For each Key Metric, MSCI ESG Research calculates a points value that is used in the calculation of the Key Issue and Theme Scores. The Key Metric Points are converted into a Score Contribution, which is published. A higher Score Contribution generally signals more-significant governance risk. Key Issues Each Key Metric is assigned a Category and organized into Key Issues. Each Key Issue represents a broad area of governance risk. For each Key Issue, an absolute score is provided. Key Issue Scores range from 0 to 10, with lower scores indicating more severe risk"
MSCI ESG Ratings Methodology.pdf,Methodology_General,81,". Each Key Issue represents a broad area of governance risk. For each Key Issue, an absolute score is provided. Key Issue Scores range from 0 to 10, with lower scores indicating more severe risk. Corporate Governance and Corporate Behavior Theme Scores The Key Metric points across all Key Issues are used to calculate the Theme Scores. Theme Scores range from 0 to 10, with lower scores indicating more severe risk. Governance Pillar Score The Governance Pillar Score is an absolute assessment of a company’s overall governance that uses a universally applied 0-10 scale. A similar approach is taken to the calculation of the Theme Scores, except that the Key Metric points assigned across all Key Issues in all Themes are used to calculate the Pillar Score. © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document. MSCI"
MSCI ESG Ratings Methodology.pdf,Methodology_General,82,". © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document. MSCI.COM | ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC Supranationals and development banks For supranationals and development banks, the Governance Pillar is comprised of the Corporate Behavior Theme Score (70% weight) and a Government Support Score (30% weight). The Government Support Score is based on the weighted average of member countries’ Political Governance Risk Factor Scores, which are an input in MSCI ESG Government Ratings. 3.5 Calculating Key Issue, Theme and Pillar Scores 3.5.1 Determining Environmental and Social Key Issue Scores – risks For Key Issues that assess risks, the Risk Exposure Score and Risk Management Score are combined such that a higher level of exposure requires a higher level of demonstrated management capability in order to achieve the same overall Key Issue Score (see Exhibit 12)"
MSCI ESG Ratings Methodology.pdf,Methodology_General,83,". The scoring model has the following additional features: • In order to avoid situations in which a company would receive a very high overall Key Issue Score solely as a result of low exposure to that Key Issue, the model requires a minimum management threshold in order to achieve an overall Key Issue Score greater than 5 (see zone where Exposure score is 0-2 in Exhibit 12). • Furthermore, at very high levels of exposure, the maximum possible Key Issue Score a company can achieve is lower than 10, indicating that regardless of a company’s actions or programs to mitigate risk, a certain level of risk persists. Exhibit 12: Combining Exposure and Management – risk Key Issues 10 9 8 7 6 5 4 3 2 1 0 0 1 2 3 4 5 6 7 8 9 10 𝑲𝑲𝑲𝑲𝑲𝑲 𝑰𝑰𝑰𝑰𝑰𝑰𝑰𝑰𝑲𝑲 (C 𝑺𝑺 o 𝑺𝑺 n 𝑺𝑺 s 𝑺𝑺 t 𝑲𝑲 ra = in 𝟕𝟕 ed − 0 ( - 𝑴𝑴 10 𝑴𝑴 , 𝑴𝑴 ro(u 𝑲𝑲 n 𝒆𝒆 d 𝒆𝒆 e 𝑺𝑺 d 𝑰𝑰 𝑰𝑰 to 𝑺𝑺 𝑲𝑲 o , n 𝟐𝟐 e) d − ec 𝒎𝒎 im 𝒎𝒎 a 𝒎𝒎 l 𝒎𝒎 ) 𝒎𝒎𝑲𝑲𝒎𝒎𝑲𝑲𝒎𝒎𝒎𝒎) © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document"
MSCI ESG Ratings Methodology.pdf,Methodology_General,84,". All rights reserved. Please refer to the disclaimer at the end of this document. MSCI.COM | erocS tnemeganaM Exposure Score ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC 3.5.2 Determining Environmental and Social Key Issue Scores – opportunities For Key Issues that measure opportunity (Opportunities in Clean Tech, Opportunities in Green Building, Opportunities in Renewable Energy, Opportunities in Nutrition & Health, Access to Finance, Access to Health Care, Access to Communications), the model for combining the Exposure Score and Management Score differs. Exposure indicates the relevance of this opportunity to a given company based on its current business and geographic segments. A high level of exposure permits a wider range of outcomes, whereas a low level of exposure constrains the score closer to a value of 5 (see Exhibit 13 below)"
MSCI ESG Ratings Methodology.pdf,Methodology_General,85,". A high level of exposure permits a wider range of outcomes, whereas a low level of exposure constrains the score closer to a value of 5 (see Exhibit 13 below). Exhibit 13: Combining Exposure and Management – opportunities Key Issues The reasoning is that, at higher levels of exposure, companies have more to gain from exploiting the opportunity, but they also have more to lose from a competitive standpoint if they fail to capitalize on the opportunity. At low levels of exposure, MSCI ESG Research judges the immediate opportunities the company faces to be less material; however, strong management systems, product innovation or R&D programs may indicate a stronger capacity to take advantage of future opportunities and a competitive advantage for the firm. 𝑲𝑲𝒆𝒆𝒆𝒆𝑺𝑺𝑰𝑰𝑰𝑰𝑺𝑺𝑲𝑲 𝑲𝑲𝒆𝒆𝒆𝒆𝑺𝑺𝑰𝑰𝑰𝑰𝑺𝑺𝑲𝑲 𝑲𝑲𝑲𝑲𝑲𝑲 𝑰𝑰𝑰𝑰𝑰𝑰𝑰𝑰𝑲𝑲 𝑺𝑺𝑺𝑺𝑺𝑺𝑺𝑺𝑲𝑲=(�C𝟎𝟎o.n𝟓𝟓s+trained 0-10,� r∗ou𝒎𝒎n𝒎𝒎d𝒎𝒎ed𝒎𝒎 𝒎𝒎to𝑲𝑲 𝒎𝒎on𝑲𝑲e𝒎𝒎 d𝒎𝒎e+ci�m𝟎𝟎a.l𝟓𝟓) − �∗𝟓𝟓.𝟎𝟎 𝟐𝟐𝟎𝟎 𝟐𝟐𝟎𝟎 3.5"
MSCI ESG Ratings Methodology.pdf,Methodology_General,86,". 𝑲𝑲𝒆𝒆𝒆𝒆𝑺𝑺𝑰𝑰𝑰𝑰𝑺𝑺𝑲𝑲 𝑲𝑲𝒆𝒆𝒆𝒆𝑺𝑺𝑰𝑰𝑰𝑰𝑺𝑺𝑲𝑲 𝑲𝑲𝑲𝑲𝑲𝑲 𝑰𝑰𝑰𝑰𝑰𝑰𝑰𝑰𝑲𝑲 𝑺𝑺𝑺𝑺𝑺𝑺𝑺𝑺𝑲𝑲=(�C𝟎𝟎o.n𝟓𝟓s+trained 0-10,� r∗ou𝒎𝒎n𝒎𝒎d𝒎𝒎ed𝒎𝒎 𝒎𝒎to𝑲𝑲 𝒎𝒎on𝑲𝑲e𝒎𝒎 d𝒎𝒎e+ci�m𝟎𝟎a.l𝟓𝟓) − �∗𝟓𝟓.𝟎𝟎 𝟐𝟐𝟎𝟎 𝟐𝟐𝟎𝟎 3.5.3 Calculating Environmental and Social Theme and Pillar Scores Theme Scores across the Environmental and Social Pillars (8 out of 10 Themes) are calculated based on the weighted average of Key Issue Scores underlying each Theme, normalized by the total sum of weights underlying each Theme. In the absence of a weighted Key Issue under the Climate Change, Natural Capital and Human Capital Themes, the Theme Score is populated using an unweighted Key Issue Score underlying each Theme, even if this score is not considered (weighted) © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document. MSCI.COM | ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC in the overall ESG Rating"
MSCI ESG Ratings Methodology.pdf,Methodology_General,87,". All rights reserved. Please refer to the disclaimer at the end of this document. MSCI.COM | ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC in the overall ESG Rating.5 For the remaining Environmental and Social Themes (Pollution & Waste, Environmental Opportunities, Product Liability, Social Opportunities, and Stakeholder Opposition), Theme Scores are only calculated if one or more of the underlying Key Issues is weighted. Pillar scores across the Environmental and Social Pillars are similarly calculated based on the weighted average of Key Issue Scores underlying each Pillar, normalized by the total sum of weights underlying each Pillar. See Appendix 1: ESG Ratings Model hierarchy for more information. 3.5"
MSCI ESG Ratings Methodology.pdf,Methodology_General,88,". See Appendix 1: ESG Ratings Model hierarchy for more information. 3.5.4 Calculating Governance Scores Each of the Governance Pillar Scores, the Theme Scores and the Key Issue Scores are independently calculated based on a deduction-based approach in which points are deducted from a perfect 10 based on the triggering of Key Metrics across the underlying Key Issues. Governance model structure The Governance model structure is shown in Exhibit 14 below. The Key Metrics for Corporate Governance are grouped into four Key Issues: Ownership & Control, Board, Pay and Accounting. Similarly, the Key Metrics for Corporate Behavior are grouped into two Key Issues: Business Ethics and Tax Transparency. Exhibit 14: Governance model structure Governance scoring process In the Corporate Governance Theme, input data is collected and reviewed by MSCI ESG Research ESG data experts and ESG analytical personnel on an ongoing basis"
MSCI ESG Ratings Methodology.pdf,Methodology_General,89,". While the annual update from 5 Carbon Emissions, Water Stress, and Human Capital Development Key Issue Scores are calculated for certain companies even if these Key Issues carry no weight in the overall ESG Rating. These scores will inform the Climate Change (for the entire ESG Ratings coverage universe), Natural Capital (for the MSCI ACWI Index universe), and Human Capital (for the entire ESG Ratings coverage universe) Theme Scores, respectively, if no other Key Issues are weighted within these themes. © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document. MSCI.COM | ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC the shareholder meeting documents and annual report is typically the most significant update, ESG data experts also process data such as voting results, director changes, material ownership changes and governance controversies and events throughout the year"
MSCI ESG Ratings Methodology.pdf,Methodology_General,90,". Upon publication of the data changes, the underlying Key Metrics that drive the overall assessments and scores are automatically updated. Governance scoring steps 1. Each Key Metric is evaluated with a points value, ranging from 0 to the maximum possible points value for that Key Metric. The calculation of the overarching Theme and Key Issue Scores is based on these points values,6 which vary with Key Metric type, specifically: a. Some Key Metrics assess quantitative data or a range of possible assessment outcomes to determine the applicable points value within a defined range. b. Other Key Metrics, when flagged, always result in the allocation of a stated points value – that is, they output either zero or a defined points value allocated to that Key Metric, with no variation in between. 2. Each Key Issue’s points value is calculated as the sum of the Key Metric points values under that Key Issue (after application of any category-based caps). 3"
MSCI ESG Ratings Methodology.pdf,Methodology_General,91,". 2. Each Key Issue’s points value is calculated as the sum of the Key Metric points values under that Key Issue (after application of any category-based caps). 3. The Theme points value is calculated as the sum of all Key Issue points values.7 4. The Governance Pillar points value is calculated as the sum of the Theme points values. 5. The 0-10 Governance Pillar Score is calculated by applying a score conversion formula (see Exhibit 15 below) to the Pillar points value. Negative 0-10 scores are not permitted; therefore, where the Pillar points value is above the Maximum Value, a 0.0 score is assigned. 6. The 0-10 Theme Scores are calculated by applying the score conversion formula set against the Theme points value. Negative 0-10 scores are not permitted; therefore, where the Theme points value exceeds the Maximum Value,8 a 0.0 score is assigned. 7"
MSCI ESG Ratings Methodology.pdf,Methodology_General,92,". Negative 0-10 scores are not permitted; therefore, where the Theme points value exceeds the Maximum Value,8 a 0.0 score is assigned. 7. The 0-10 Key Issue Scores are calculated similarly to, but independent of, the 0-10 Theme Scores, using the Key Issue points values, the score conversion formula and referencing the Maximum Value for the respective Key Issue. Negative 0-10 Scores are not permitted; therefore, where the Key Issue points value exceeds the Maximum Value, a 0.0 Score is assigned. 8. The Theme points and Key Issue points are compared against global and Home Market peers to calculate percentile ranks. 6 Points are internal to MSCI and are not themselves published. 7 Allegations of securities violations and executive misconduct contribute to the points value of the Business Ethics Controversies Key Metric of the Business Ethics Key Issue, which contributes to the Corporate Behavior Theme and Governance Pillar Score"
MSCI ESG Ratings Methodology.pdf,Methodology_General,93,". To avoid duplication in the Corporate Behavior and Corporate Governance Themes, the points values for the Executive Misconduct and Securities Violations Key Metrics are not reflected in the Corporate Governance Theme Score and thus also not in the Governance Pillar Score, however these points values are reflected in the Board Key Issue Score. 8 The Maximum Value is reviewed upon major methodology changes and is based on the 99.5th percentile of the respective points values as at the time of the introduction of the 0-10 Key Issue scores, in January 2018. © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document. MSCI.COM | ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC 9. For each Key Metric, the Score Contribution against the Theme Score is calculated. A more negative Score Contribution generally signals more significant governance risk. The scoring calculation process is illustrated in Exhibit 15"
MSCI ESG Ratings Methodology.pdf,Methodology_General,94,. A more negative Score Contribution generally signals more significant governance risk. The scoring calculation process is illustrated in Exhibit 15. Exhibit 15: Governance Pillar scoring calculations Exhibit 16: Conversion formula for 0-10 Score 0-10 Score 0-10 Score Conversion Formula Pillar 10 - (10 * (Pillar Points/Pillar Maximum Value)) Theme 10 - (10 * (Theme Points/Theme Maximum Value)) Key Issue 10 - (10 * (Key Issue Points/Key Issue Maximum Value)) Maximum value The purpose of the Maximum Value in the Score Conversion formula above is to provide a more normalized score distribution and to avoid the long tail of poorly performing companies taking up a large part of the 0-10 score scale. The Maximum Values are obtained as the 99.5th percentile of the © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document. MSCI
MSCI ESG Ratings Methodology.pdf,Methodology_General,95,". The Maximum Values are obtained as the 99.5th percentile of the © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document. MSCI.COM | ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC range of the relevant points value across the entire coverage universe, as of the last annual calibration date.9 These are shown in Exhibit 17. Exhibit 17: Maximum Value10 Key Metric score contributions (deductions) To help users of ESG Ratings understand the impact of an individual Key Metric on a company’s overall 0-10 Theme Score, MSCI ESG Research calculates and disclose each Key Metric’s individual deduction from the company’s initial perfect 10 score.11 Each Key Metric’s deduction is expressed as a negative number calculated to the first decimal place. A Key Metric’s deduction is calculated using the following inputs: • Key Metric points: the number of points provided by that Key Metric, based on an evaluation of the company’s governance practices"
MSCI ESG Ratings Methodology.pdf,Methodology_General,96,". A Key Metric’s deduction is calculated using the following inputs: • Key Metric points: the number of points provided by that Key Metric, based on an evaluation of the company’s governance practices. • Theme points: the sum of all points from all Key Metrics. • Theme Score: the company’s 0-10 Theme Score. Using these inputs, the Score Contribution (deduction) attributable to a given Key Metric is calculated as: • Corporate Governance: (Key Metric Points/Theme Points) * (10 - Theme Score) * -1. 9 The sum of the Theme Maximum Values is not equal to the Governance Pillar Maximum Value by design. This is because winsorization is applied independently to the unique distribution of each set of points values. 10 The sum of the individual Key Issue Maximum Values does not sum to the Maximum Value used for the overall Theme Score"
MSCI ESG Ratings Methodology.pdf,Methodology_General,97,". 10 The sum of the individual Key Issue Maximum Values does not sum to the Maximum Value used for the overall Theme Score. This is intentional and reflects the differing distributions of the points values for the individual Key Issues and is intended to provide a better alignment of the Key Issue scores with the overall Theme Score. 11 Individual Key Issue-Level Key Metric Score Contribution — each Key Metric’s deduction from each Key Issue’s initial perfect 10 score — is neither calculated nor published. However, for the Corporate Governance Key Metrics, and except for companies with a Theme or Key Issue Score of 0.0, these deductions can be approximated by multiplying the Theme Score contribution by the appropriate multiplier: Ownership & Control: 3.42; Board: 1.72; Pay: 4.55; Accounting: 5.88. Individual Pillar Key Metric Score Contribution — each Key Metric’s deduction from each Key Issue’s initial perfect 10 score — is neither calculated nor published"
MSCI ESG Ratings Methodology.pdf,Methodology_General,98,".72; Pay: 4.55; Accounting: 5.88. Individual Pillar Key Metric Score Contribution — each Key Metric’s deduction from each Key Issue’s initial perfect 10 score — is neither calculated nor published. However, the contribution of each Theme and Key Issue to the Pillar score is presented in the ESG Ratings drill-down. The Governance Pillar-level deductions can be approximated by applying the following multipliers to the Themelevel deductions: For Corporate Governance: 0.78 x the Corporate Governance Theme-level deduction; For Corporate Behavior: 0.39 x the Corporate Behavior Theme-level deduction. © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document. MSCI.COM | ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC • Corporate Behavior: Key Metric Score Deduction = -10 * (Key Metric Points/Theme Maximum Value)"
MSCI ESG Ratings Methodology.pdf,Methodology_General,99,". MSCI.COM | ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC • Corporate Behavior: Key Metric Score Deduction = -10 * (Key Metric Points/Theme Maximum Value). The worked example in Exhibit 18, below, demonstrates how a score deduction is derived from the Oversight for Ethics Issues Key Metric in the Corporate Behavior Theme. Exhibit 18: Worked example Deduction from Oversight for Ethics Issues Points Conversion Theme Score C-suite or executive committee 0 0 0 Board-level committee 0 0 0 Special task force or risk officer 3.5 -10 × (3.) -0.7 Corporate social responsibility/sustainability 3.5 -10 × (3.) -0.7 team Minimum practices expected based on 5 -10 × () -1.0 domestic industry norms No evidence 7 -10 × () -1"
MSCI ESG Ratings Methodology.pdf,Methodology_General,100,".5 -10 × (3.) -0.7 Corporate social responsibility/sustainability 3.5 -10 × (3.) -0.7 team Minimum practices expected based on 5 -10 × () -1.0 domestic industry norms No evidence 7 -10 × () -1.4 Relationship between Governance Pillar, Theme and Key Issue Scores The Governance Pillar Score is not directly derived from the 0-10 Corporate Governance and 0-10 Corporate Behavior Scores, but from the conversion of the Governance Pillar Points (being the sum of the Corporate Governance points and Corporate Behavior points) to a 0-10 score using the score conversion formula. This holistic approach prevents strengths in one Theme from offsetting deficiencies in another. Thus, it is possible for a company to have a lower Governance Pillar Score than either its Corporate Behavior or Corporate Governance Theme Score"
MSCI ESG Ratings Methodology.pdf,Methodology_General,101,". Thus, it is possible for a company to have a lower Governance Pillar Score than either its Corporate Behavior or Corporate Governance Theme Score. This also holds true at the Theme level, where the Corporate Governance Theme Score can be less than all four of the underlying Key Issue Scores (Board, Pay, Ownership, and Accounting). This is demonstrated in Exhibit 19, where the hypothetical company’s Governance Pillar Score (0.4) is less than its Corporate Behavior Score (4.3) and Corporate Governance Score (0.6). The sum of the Corporate Behavior Raw Score (28.5) and the Corporate Governance Raw Score (94) results in a Governance Pillar Raw Score (122.5) that is closer to the Maximum Value (128) than either of the underlying Themes are to their respective Maximum Values (50 and 100, respectively). © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document. MSCI"
MSCI ESG Ratings Methodology.pdf,Methodology_General,102,". © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document. MSCI.COM | ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC Exhibit 19: Example calculation of the Governance Pillar Score Percentile rank calculations In calculating the percentile ranking for a Theme or Key Issue, the company with the lowest points value will be assigned a percentile rank of 100, while the company with the highest points value will be assigned a percentile rank of 0. Companies with the same points values are assigned the same percentile ranks. Percentiles are always presented as integers (i.e., rounded to the nearest decimal place). 3.6 Determining final Ratings To arrive at a final ESG Rating from the selected Key Issue and Pillar scores, several steps are undertaken. 3.6.1 Weighted Average Key Issue Score The Weighted Average Key Issue Score is calculated as the weighted average of the Governance Pillar Score and the individual Environmental and Social Key Issue Scores"
MSCI ESG Ratings Methodology.pdf,Methodology_General,103,". 3.6.2 Industry-Adjusted Score The Weighted Average Key Issue Score is then normalized relative to ESG Rating Industry peers. A benchmark peer set (comprising all companies rated by MSCI ESG Research within an ESG Industry — please see Appendix 4: ESG Rating Industries for details on the peer set) is used to calculate industry-relative ratings to ensure that companies’ relative ratings do not change when other companies are added to or removed from the peer set. See Appendix 5: Normalizing the Weighted Average Score vs. industry peers for details of the normalization process used in the calculation for the Industry-Adjusted Score. © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document. MSCI.COM | ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC 3.6.3 Committee review process In certain predefined situations, prior to publication of the ESG Rating, additional committee review steps are initiated, as described in the “ESG Ratings Process” document"
MSCI ESG Ratings Methodology.pdf,Methodology_General,104,". These steps include review by the ESG Ratings Methodology Committee and, in certain cases, by the ESG Assessment Committee. The ESG Ratings Methodology Committee presides over companyspecific assessments, while the ESG Assessment Committee addresses escalations from the ESG Ratings Methodology Committee and other critical methodology application cases, such as cases resulting from a significant market event. Depending on the outcome of the committee review process, the respective committees may approve the modification of a company’s Industry Adjusted Score. 3.6.4 ESG Rating Each company’s final Industry-Adjusted Score corresponds to a rating between the highest ESG Rating (AAA) and the lowest ESG Rating (CCC). The final Industry-Adjusted Company Score is mapped to a letter rating as shown in Exhibit 2, above. These assessments of company performance are not absolute but are explicitly intended to be relative to the standards and performance of a company’s industry peers"
MSCI ESG Ratings Methodology.pdf,Methodology_General,105,". These assessments of company performance are not absolute but are explicitly intended to be relative to the standards and performance of a company’s industry peers. These letter ratings are relative within each ESG Industry. © 2024 MSCI Inc. All rights reserved. Please refer to the disclaimer at the end of this document. MSCI.COM | RESEARCH INSIGHTS MSCI ESG RESEARCH LLC Appendix 1: ESG Ratings Model hierarchy ESG Rating © 2022 MSCI Inc. All rights reserved. ESG RATINGS METHODOLOGY MSCI ESG RESEARCH LLC Appendix 2: Example of industry Key Issue selection Notes: Bar length denotes minimum and maximum business segment exposure scores within a GICS sub-industry. Certain GICS sub-industries (25th percentile and below) are not shown in the chart; n = 9,868 companies; Scope includes ESG Ratings coverage as of Nov 16, 2022"
